GEN,seed_1,seed_2,seed_4,seed_5,seed_6,seed_7,seed_8,seed_10,seed_13,seed_14,seed_15,seed_16,seed_17,seed_18,seed_19,seed_20
0.0,0.05435489803100767,0.05391215010987618,0.054250904495835375,0.054069927267916054,0.053407882396758435,0.054289373500312516,0.054770908671364874,0.05351579820887663,0.05335205247134705,0.05331293900923319,0.054922692891436524,0.05520858316635963,0.05432150200565162,0.05360019195752346,0.05562219486060181,0.055051094000848746
500.0,0.3988928782221931,0.09773581616803213,0.9526762127074454,0.35470435977224546,0.10430939898859937,0.07090959905201294,0.5172304023544605,0.7832495652359349,0.848815596656574,0.14738781838836115,0.6209561928324656,0.2256757727607853,0.6894370955120244,0.40179978822831164,0.5589082162558512,0.11507812362042358
1000.0,0.38878220746222214,0.11122455555683367,0.9104579341116021,0.3345491220944796,0.10594087987375518,0.14957905631845836,0.26686848084745945,0.7585895289516169,0.11858097355789883,0.1488836348898707,0.1260451684555745,0.22567401705176499,0.916631917271304,0.3998510840210011,0.1659194414963381,0.12961316438201634
1500.0,0.38760244389999204,0.11122616437186651,0.9089705207423038,0.32250139691424595,0.10805710152178444,0.1602407840813955,0.2798144247225702,0.4247633989218863,0.136617258343455,0.15460755280809008,0.15157473778759062,0.22566752561874903,1.1818047872134145,0.3794257350339626,0.16790555950152475,0.12962232561365183
2000.0,0.13940979693241076,0.11122241331476279,0.9089990593586839,0.3225040158467314,0.10802728568293976,0.1602403543668917,0.2864999727236419,0.19044374171963102,0.13661937427241622,0.1546035477642757,0.16283694609822197,0.22567068023502607,1.1220798554992675,0.38336707331287984,0.17303760052706946,0.1997969969215498
2500.0,0.1403079344749664,0.11122409138466083,0.19691860888243418,0.337422847109351,0.10803789069019377,0.16023395594670164,0.28649133010068334,0.17100344815896665,0.13777781979182208,0.15457946228273356,0.1476951800457237,0.2256746043341996,1.1220704058840751,0.5405562106733208,0.1846976939748532,0.19979867861702894
3000.0,0.14034294639082326,0.11122562977910438,0.19837189606670197,0.34343278699729574,0.1079909744368552,0.16024018443797958,0.2865044208994541,0.17100609752175575,0.13777939090103145,0.15459829171187423,0.14768990735914433,0.22567417439402593,1.1374793854577268,0.5885403325690322,0.1517029720280972,0.20120516546693545
3500.0,0.14030493550918766,0.11122551813393114,0.19836753658251272,0.34346647118568757,0.10805113037715472,0.160242951590723,0.2864951267948188,0.18310519781502566,0.13778023193020933,0.15458853816663476,0.1520528202010213,0.22567178008462374,1.137476100171233,0.5451336586089401,0.15475259876317532,0.20794851847190834
4000.0,0.14031021896098778,0.11122191720821166,0.17762259608971478,0.32949795625610667,0.11121874910029224,0.16023461424993074,0.28649487046224337,0.18310587373338488,0.13778074486329622,0.1545747385636707,0.15303903728533197,0.22754214745726747,1.1374763658302898,0.6645692331302653,0.15474391084296651,0.2079365498563137
4500.0,0.14031166287571384,0.11122244458397584,0.17762288725013164,0.14546448839883136,0.11122754666755988,0.14873889661663942,0.2865017768385566,0.18310483301183095,0.1377783196827727,0.15459294286912761,0.15304097882910161,0.22753573929978407,1.0694174138486296,0.6433257280866642,0.15474951309440316,0.20794563487323703
5000.0,0.14187445513530691,0.11122616271635502,0.17762631675495877,0.14389749193703824,0.1111808833951132,0.15105324209450316,0.28649671411386957,0.1831050296162823,0.13777905199823692,0.15320122355329518,0.1530413762784296,0.2275377385900034,1.0694179821616567,0.6644348045627717,0.15474732633960725,0.20506694241074494
