GEN,seed_2,seed_3,seed_6,seed_8,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_16,seed_18,seed_19
0.0,0.05391215010987618,0.05415308012468031,0.053407882396758435,0.054770908671364874,0.05351579820887663,0.05367045370561131,0.054288503219683114,0.05335205247134705,0.05331293900923319,0.054922692891436524,0.05520858316635963,0.05360019195752346,0.05562219486060181
500.0,0.49585020528850765,0.8084471823012879,1.132113984261654,0.2873685523282044,0.3425266830942859,0.5504828972917737,1.250430974276348,1.206726493160931,0.31934650756755145,0.428561249892002,0.4421141585725145,0.3544891911313033,0.8808514805851636
1000.0,0.8789026732761492,0.504957189108666,0.6609467302318526,0.27497580030562097,0.35731750112992927,0.44649785295349215,0.54762098960142,0.3116552358312894,0.672211104204955,0.7108685165691224,0.3213351792359348,0.7131214993033556,0.5230422849133791
1500.0,0.6145855581331203,0.5532889138175896,1.052224324544042,0.4735753365761487,0.5605871265245629,0.44026432666217896,0.9408867016596996,1.455859962608145,0.600997644190082,1.2173619697144984,0.7207441249251821,0.5820066885821794,0.6057618851096014
2000.0,1.3639755842077794,0.8510816468301103,0.4859896803716076,1.1165680259086719,1.0349690584607496,0.31768945112142655,0.4457104649080758,0.31743702317049055,0.49860644553444305,0.9468152073569459,0.840940753928517,0.4133006707541004,0.3967600241418025
2500.0,0.5455408415854729,0.5653063281888757,0.7295592749081996,0.3331011167829152,0.717750809637936,0.5100489770919703,0.7114628593274708,0.25239007122877855,0.3183272900251776,0.2293159598388116,0.7651555974073865,0.9218152974106327,0.7336995380501021
3000.0,0.645956674936876,0.34188593755499885,0.5230259711326806,0.7400453068782841,0.35755937369313306,0.4611685179766075,0.462235634591425,0.5051629608643631,0.33457043712570367,0.6650761284534973,0.768292327995924,0.1853508722812353,0.19375408650889273
3500.0,0.2612521706315375,0.833398747226062,0.3274782111628534,0.9646623784110923,0.8906953150660686,0.5666449773469387,0.8672841256454001,0.7959152794564642,1.1284957637693283,0.39830433671327403,0.662881931265945,0.4369065679881853,0.7491475284225392
4000.0,0.49440569599304623,0.467595104165826,0.27556109470031,0.7738435167915542,0.710334820887248,3.2452685694692516,0.699765202998889,0.6818450604758158,0.5749073806002464,0.4411184871679553,0.6592074848564047,0.7200835448443543,0.6883316643571378
4500.0,0.835319038755206,0.5710685634868153,1.200806332350092,0.4797830680733177,0.6966106435199194,0.6821502073027967,0.7142380770073442,0.6126363340930248,0.511531289521198,0.8643422247769753,0.40642025555555994,0.4048544215312486,0.7994472004122637
5000.0,1.071513149474868,0.6388562133221308,0.22113320680124002,0.743530192494748,0.6791677797391098,0.4794058870701575,1.3293128096913127,0.1602264321286319,0.6495006224315826,0.9614221927948172,0.9344685137462562,0.7094511721829571,0.6328293572322929
