GEN,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,seed_10,seed_12,seed_13,seed_14,seed_15,seed_16,seed_17,seed_18,seed_19,seed_20
0.0,0.05435489803100767,0.05391215010987618,0.05415308012468031,0.054250904495835375,0.054069927267916054,0.053407882396758435,0.054289373500312516,0.054770908671364874,0.05568848664030833,0.05351579820887663,0.054288503219683114,0.05335205247134705,0.05331293900923319,0.054922692891436524,0.05520858316635963,0.05432150200565162,0.05360019195752346,0.05562219486060181,0.055051094000848746
500.0,0.24557416859585623,1.0008460310198954,0.152972870282687,0.7885502592143957,0.849272776317709,1.2839750822451574,0.20072842746541927,0.16840423661456194,0.10773782736105494,0.11017053180544749,0.15116138020301584,1.3419224893338841,0.884858257791653,0.11749986508241213,0.42133965839305154,0.40013097324284974,0.1537205105509175,0.7876785921162545,0.9322218087610357
1000.0,0.1754847301808708,0.3754430295819991,0.20114724697703174,0.8128788053028548,0.8892914900861577,0.5034118948025756,0.17470916042995926,0.15623578550095493,0.1560016760813744,0.23039499883877868,0.14714523343224892,0.11134456196215907,0.4094284757289204,0.10224101462935706,0.5756157519840328,0.5947982454686023,0.1648409246372034,0.8426672424379785,1.3122149420708085
1500.0,0.11873791497670853,0.1505936104425089,0.10603437336914824,0.13966318506084935,0.15252297555571226,0.1219207188042537,0.5640370024683461,0.19519383686957026,0.17363910887936734,0.19003730791544007,0.3311838758160392,0.16548657158883595,0.48262839192876406,0.15624405454976115,0.13509326250395132,0.12160781334469184,0.1629564039399193,0.13904414352483085,1.8666100095478106
2000.0,0.23140752315296279,0.1796887865942458,0.1361029005314204,0.2497255399767869,0.16409794542664502,0.2813954272157921,0.1385229718403237,0.15738565959339396,0.11660010200331886,0.21158954325463364,0.16599249981075795,0.13254914870225254,0.15124521961871626,0.15835664325108637,0.18712647817904127,0.13147630625655962,0.14690156271804125,0.142436137750833,0.8551367751228769
2500.0,0.09841633671288624,0.16970419960188382,0.47280868743333915,0.11918134594252364,0.7409775296265076,0.17456375884429387,0.18224529275335521,0.20496920103013072,0.12446669484524334,0.1490234881728814,0.14556822466795774,0.23247603536336345,0.19267442342577995,0.7402377830186995,0.20357499412654068,0.19983361633645502,0.12362441262010815,0.19988046939715198,0.19145560866302613
3000.0,0.48816525761589613,0.15189059828134543,1.2046925214364776,0.20571489863253675,0.6450265212338957,0.19044940449472453,0.16189284582794644,0.14649619947543918,0.1497987016721002,0.27866292127602244,0.10212291929839773,0.13315638922777234,0.13066431212430477,0.1432107789698117,0.14629206669201955,0.1511680093911186,0.5788098841368373,0.1189415429359201,0.17682280495846764
3500.0,0.6258640333523109,0.8947573626266332,0.5050670118090195,0.11443498761939391,0.8579535962460958,0.19604804727683373,0.1513062171732042,0.36910469223741293,0.2146406717375976,0.17266464523754071,0.2281129618532064,0.1726728149447581,0.12884115283853192,0.5577666927289034,0.1838981313932568,0.18181289416961005,0.17854077037353114,0.14345347491635851,0.1476408873563252
4000.0,0.15103168691249277,0.20204755313593822,0.46092721874723686,0.14312907123947854,1.0264794169711329,0.3402947078842161,0.1456479777382219,0.22376508225078234,0.4543476180010141,0.1394553293843907,0.1692002456563217,0.15873756113097523,0.18616316956157483,0.1695510244836489,0.23748866798451765,0.11339723445280385,0.15489107011378295,0.15512481013837015,0.1311700489628215
4500.0,0.24883165753907271,0.1695993799971412,0.41031251606026176,0.10528544105970558,0.14818512426090824,0.18522080917382283,0.10051539639244031,1.0379792564305403,0.16575028838271544,0.1895152841272388,0.22130582105725397,0.2563485846393585,0.11190532384271848,0.22231394748108027,0.35984334123030176,0.16124570763175908,0.702406970688398,0.13848968412596985,0.49842209597888953
5000.0,0.11967808771619182,0.3294587367710965,0.10505758761863056,0.12537450598786345,0.16006472057872073,0.14370079002934552,0.21084847246185318,0.17578735445042498,0.09748840567331686,0.18087741023034823,0.2224134299216795,0.1249198861674817,0.4318871872943665,0.1720294975987221,0.9087311200510667,0.07434018243034933,1.0381740967666226,0.14247698571947953,0.15264631355002847
